gvkey,datadate,fyear,tic,cusip,conm,at,ni,sale,cik
006310,20151231,2015,KMI,49456B101,KINDER MORGAN INC,84104.0000,253.0000,14403.0000,0001506307
006310,20161231,2016,KMI,49456B101,KINDER MORGAN INC,80305.0000,708.0000,13058.0000,0001506307
006310,20171231,2017,KMI,49456B101,KINDER MORGAN INC,79055.0000,183.0000,13705.0000,0001506307
006310,20181231,2018,KMI,49456B101,KINDER MORGAN INC,78866.0000,1609.0000,14144.0000,0001506307
006310,20191231,2019,KMI,49456B101,KINDER MORGAN INC,74157.0000,2190.0000,13209.0000,0001506307
006310,20201231,2020,KMI,49456B101,KINDER MORGAN INC,71973.0000,119.0000,11700.0000,0001506307
006338,20051231,2005,EVRG,30034W106,EVERGY INC,5210.0690,135.6100,1583.2780,0001711269
006338,20061231,2006,EVRG,30034W106,EVERGY INC,5455.1750,165.3090,1605.7430,0001711269
006338,20071231,2007,EVRG,30034W106,EVERGY INC,6395.4300,168.3540,1726.8340,0001711269
006338,20081231,2008,EVRG,30034W106,EVERGY INC,7443.2590,178.1400,1838.9960,0001711269
006338,20091231,2009,EVRG,30034W106,EVERGY INC,7525.4830,175.0750,1858.2310,0001711269
006338,20101231,2010,EVRG,30034W106,EVERGY INC,8079.6380,203.8960,2056.1710,0001711269
006338,20111231,2011,EVRG,30034W106,EVERGY INC,8682.8510,230.2390,2170.9910,0001711269
006338,20121231,2012,EVRG,30034W106,EVERGY INC,9265.2310,275.1460,2261.4700,0001711269
006338,20131231,2013,EVRG,30034W106,EVERGY INC,9597.1110,292.5200,2370.6540,0001711269
006338,20141231,2014,EVRG,30034W106,EVERGY INC,10347.0010,313.2590,2601.7030,0001711269
006338,20151231,2015,EVRG,30034W106,EVERGY INC,10705.6660,291.9290,2459.1640,0001711269
006338,20161231,2016,EVRG,30034W106,EVERGY INC,11487.0740,346.5770,2562.0870,0001711269
006338,20171231,2017,EVRG,30034W106,EVERGY INC,11624.3680,323.9200,2571.0030,0001711269
006338,20181231,2018,EVRG,30034W106,EVERGY INC,25598.1000,535.8000,4348.1000,0001711269
006338,20191231,2019,EVRG,30034W106,EVERGY INC,25975.9000,669.9000,5147.8000,0001711269
007017,20051231,2005,MRO,565849106,MARATHON OIL CORP,28498.0000,3032.0000,58596.0000,0000101778
007017,20061231,2006,MRO,565849106,MARATHON OIL CORP,30831.0000,5234.0000,59917.0000,0000101778
007017,20071231,2007,MRO,565849106,MARATHON OIL CORP,42746.0000,3956.0000,59389.0000,0000101778
007017,20081231,2008,MRO,565849106,MARATHON OIL CORP,42686.0000,3528.0000,72128.0000,0000101778
007017,20091231,2009,MRO,565849106,MARATHON OIL CORP,47052.0000,1463.0000,48546.0000,0000101778
007017,20101231,2010,MRO,565849106,MARATHON OIL CORP,50014.0000,2568.0000,67113.0000,0000101778
007017,20111231,2011,MRO,565849106,MARATHON OIL CORP,31371.0000,2946.0000,14663.0000,0000101778
007017,20121231,2012,MRO,565849106,MARATHON OIL CORP,35306.0000,1582.0000,15688.0000,0000101778
007017,20131231,2013,MRO,565849106,MARATHON OIL CORP,35620.0000,1753.0000,14501.0000,0000101778
007017,20141231,2014,MRO,565849106,MARATHON OIL CORP,36011.0000,3046.0000,10846.0000,0000101778
007017,20151231,2015,MRO,565849106,MARATHON OIL CORP,32311.0000,-2204.0000,5522.0000,0000101778
007017,20161231,2016,MRO,565849106,MARATHON OIL CORP,31094.0000,-2140.0000,4031.0000,0000101778
007017,20171231,2017,MRO,565849106,MARATHON OIL CORP,22012.0000,-5723.0000,4373.0000,0000101778
007017,20181231,2018,MRO,565849106,MARATHON OIL CORP,21321.0000,1096.0000,5888.0000,0000101778
007017,20191231,2019,MRO,565849106,MARATHON OIL CORP,20245.0000,480.0000,4991.0000,0000101778
007017,20201231,2020,MRO,565849106,MARATHON OIL CORP,17956.0000,-1451.0000,3213.0000,0000101778
007366,20051231,2005,ETR,29364G103,ENTERGY CORP,30851.2690,923.7580,10106.2470,0000065984
007366,20061231,2006,ETR,29364G103,ENTERGY CORP,31082.7310,1160.3850,10932.1580,0000065984
007366,20071231,2007,ETR,29364G103,ENTERGY CORP,33643.0020,1159.9540,11484.3980,0000065984
007366,20081231,2008,ETR,29364G103,ENTERGY CORP,36616.8180,1240.5350,13093.7560,0000065984
007366,20091231,2009,ETR,29364G103,ENTERGY CORP,37364.5970,1251.0500,10745.6500,0000065984
007366,20101231,2010,ETR,29364G103,ENTERGY CORP,38685.2760,1270.3050,11487.5770,0000065984
007366,20111231,2011,ETR,29364G103,ENTERGY CORP,40701.6990,1367.3720,11229.0730,0000065984
007366,20121231,2012,ETR,29364G103,ENTERGY CORP,43202.5020,868.3630,10302.0790,0000065984
007366,20131231,2013,ETR,29364G103,ENTERGY CORP,43406.4460,730.5720,11390.9470,0000065984
007366,20141231,2014,ETR,29364G103,ENTERGY CORP,46527.8540,960.2570,12494.9210,0000065984
007366,20151231,2015,ETR,29364G103,ENTERGY CORP,44647.6810,-156.7340,11513.2510,0000065984
007366,20161231,2016,ETR,29364G103,ENTERGY CORP,45904.4340,-564.5030,10845.6450,0000065984
007366,20171231,2017,ETR,29364G103,ENTERGY CORP,46707.1490,425.3530,11074.4810,0000065984
007366,20181231,2018,ETR,29364G103,ENTERGY CORP,48275.0660,862.5550,11009.4520,0000065984
007366,20191231,2019,ETR,29364G103,ENTERGY CORP,51723.9120,1258.2440,10878.6730,0000065984
007970,20051231,2005,ES,30040W108,EVERSOURCE ENERGY,12569.0750,-247.9290,7397.3900,0000072741
007970,20061231,2006,ES,30040W108,EVERSOURCE ENERGY,11303.2360,476.1370,6884.3880,0000072741
007970,20071231,2007,ES,30040W108,EVERSOURCE ENERGY,11581.8220,252.0420,5822.2260,0000072741
007970,20081231,2008,ES,30040W108,EVERSOURCE ENERGY,13988.4800,266.3870,5800.0950,0000072741
007970,20091231,2009,ES,30040W108,EVERSOURCE ENERGY,14057.6790,335.5920,5439.4300,0000072741
007970,20101231,2010,ES,30040W108,EVERSOURCE ENERGY,14522.0420,387.9490,4898.1670,0000072741
007970,20111231,2011,ES,30040W108,EVERSOURCE ENERGY,15647.0660,394.6930,4465.6570,0000072741
007970,20121231,2012,ES,30040W108,EVERSOURCE ENERGY,28302.8240,525.9450,6273.7870,0000072741
007970,20131231,2013,ES,30040W108,EVERSOURCE ENERGY,27795.5370,786.0070,7301.2040,0000072741
007970,20141231,2014,ES,30040W108,EVERSOURCE ENERGY,29777.9750,819.5460,7741.8560,0000072741
007970,20151231,2015,ES,30040W108,EVERSOURCE ENERGY,30580.3090,878.4850,7954.8270,0000072741
007970,20161231,2016,ES,30040W108,EVERSOURCE ENERGY,32053.1730,942.3020,7639.1290,0000072741
007970,20171231,2017,ES,30040W108,EVERSOURCE ENERGY,36220.3860,987.9960,7751.9520,0000072741
007970,20181231,2018,ES,30040W108,EVERSOURCE ENERGY,38241.2560,1033.0000,8448.2010,0000072741
007970,20191231,2019,ES,30040W108,EVERSOURCE ENERGY,41123.9150,909.0530,8526.4700,0000072741
007970,20201231,2020,ES,30040W108,EVERSOURCE ENERGY,46099.5980,1205.1670,8904.4300,0000072741
007974,20051231,2005,NI,65473P105,NISOURCE INC,17958.5000,310.7000,7899.1000,0001111711
007974,20061231,2006,NI,65473P105,NISOURCE INC,18156.5000,283.3000,7490.0000,0001111711
007974,20071231,2007,NI,65473P105,NISOURCE INC,18004.8000,321.4000,7973.3000,0001111711
007974,20081231,2008,NI,65473P105,NISOURCE INC,20032.2000,79.0000,8874.2000,0001111711
007974,20091231,2009,NI,65473P105,NISOURCE INC,19271.7000,217.7000,6649.4000,0001111711
007974,20101231,2010,NI,65473P105,NISOURCE INC,19938.8000,292.0000,6422.0000,0001111711
007974,20111231,2011,NI,65473P105,NISOURCE INC,20708.3000,299.1000,6019.1000,0001111711
007974,20121231,2012,NI,65473P105,NISOURCE INC,21844.7000,416.1000,5061.2000,0001111711
007974,20131231,2013,NI,65473P105,NISOURCE INC,22653.9000,532.1000,5657.3000,0001111711
007974,20141231,2014,NI,65473P105,NISOURCE INC,24866.3000,530.0000,6470.6000,0001111711
007974,20151231,2015,NI,65473P105,NISOURCE INC,17492.5000,286.5000,4651.8000,0001111711
007974,20161231,2016,NI,65473P105,NISOURCE INC,18691.9000,331.5000,4492.5000,0001111711
007974,20171231,2017,NI,65473P105,NISOURCE INC,19961.7000,128.5000,4874.6000,0001111711
007974,20181231,2018,NI,65473P105,NISOURCE INC,21804.0000,-50.6000,5114.5000,0001111711
007974,20191231,2019,NI,65473P105,NISOURCE INC,22659.8000,383.1000,5208.9000,0001111711
007974,20201231,2020,NI,65473P105,NISOURCE INC,22040.5000,-17.6000,4681.7000,0001111711
007977,20051231,2005,XEL,98389B100,XCEL ENERGY INC,21648.3160,512.9720,9625.4770,0000072903
007977,20061231,2006,XEL,98389B100,XCEL ENERGY INC,21958.3460,571.7540,9840.3040,0000072903
007977,20071231,2007,XEL,98389B100,XCEL ENERGY INC,23184.7270,577.3480,10034.1700,0000072903
007977,20081231,2008,XEL,98389B100,XCEL ENERGY INC,24958.4950,645.5540,11203.1560,0000072903
007977,20091231,2009,XEL,98389B100,XCEL ENERGY INC,25488.4280,680.8870,9644.3030,0000072903
007977,20101231,2010,XEL,98389B100,XCEL ENERGY INC,27387.6900,755.8340,10310.9470,0000072903
007977,20111231,2011,XEL,98389B100,XCEL ENERGY INC,29497.2670,841.1720,10654.7700,0000072903
007977,20121231,2012,XEL,98389B100,XCEL ENERGY INC,31140.6860,905.2290,10128.2230,0000072903
007977,20131231,2013,XEL,98389B100,XCEL ENERGY INC,33907.4900,948.2340,10914.9220,0000072903
007977,20141231,2014,XEL,98389B100,XCEL ENERGY INC,36957.8840,1021.3060,11686.1350,0000072903
007977,20151231,2015,XEL,98389B100,XCEL ENERGY INC,39053.5350,984.4850,11024.4860,0000072903
007977,20161231,2016,XEL,98389B100,XCEL ENERGY INC,41155.2770,1123.3790,11106.9200,0000072903
007977,20171231,2017,XEL,98389B100,XCEL ENERGY INC,43030.0000,1148.0000,11404.0000,0000072903
007977,20181231,2018,XEL,98389B100,XCEL ENERGY INC,45987.0000,1261.0000,11537.0000,0000072903
007977,20191231,2019,XEL,98389B100,XCEL ENERGY INC,50448.0000,1372.0000,11529.0000,0000072903
007977,20201231,2020,XEL,98389B100,XCEL ENERGY INC,53957.0000,1473.0000,11526.0000,0000072903
008068,20051231,2005,OXY,674599105,OCCIDENTAL PETROLEUM CORP,26108.0000,5281.0000,15208.0000,0000797468
008068,20061231,2006,OXY,674599105,OCCIDENTAL PETROLEUM CORP,32355.0000,4182.0000,17661.0000,0000797468
008068,20071231,2007,OXY,674599105,OCCIDENTAL PETROLEUM CORP,36519.0000,5400.0000,18784.0000,0000797468
008068,20081231,2008,OXY,674599105,OCCIDENTAL PETROLEUM CORP,41537.0000,6857.0000,24217.0000,0000797468
008068,20091231,2009,OXY,674599105,OCCIDENTAL PETROLEUM CORP,44229.0000,2915.0000,15403.0000,0000797468
008068,20101231,2010,OXY,674599105,OCCIDENTAL PETROLEUM CORP,52432.0000,4530.0000,19045.0000,0000797468
008068,20111231,2011,OXY,674599105,OCCIDENTAL PETROLEUM CORP,60044.0000,6771.0000,23939.0000,0000797468
008068,20121231,2012,OXY,674599105,OCCIDENTAL PETROLEUM CORP,64210.0000,4598.0000,24172.0000,0000797468
008068,20131231,2013,OXY,674599105,OCCIDENTAL PETROLEUM CORP,69443.0000,5903.0000,24455.0000,0000797468
008068,20141231,2014,OXY,674599105,OCCIDENTAL PETROLEUM CORP,56259.0000,616.0000,19312.0000,0000797468
008068,20151231,2015,OXY,674599105,OCCIDENTAL PETROLEUM CORP,43437.0000,-7829.0000,12480.0000,0000797468
008068,20161231,2016,OXY,674599105,OCCIDENTAL PETROLEUM CORP,43109.0000,-574.0000,10090.0000,0000797468
008068,20171231,2017,OXY,674599105,OCCIDENTAL PETROLEUM CORP,42026.0000,1311.0000,12508.0000,0000797468
008068,20181231,2018,OXY,674599105,OCCIDENTAL PETROLEUM CORP,43854.0000,4131.0000,17824.0000,0000797468
008068,20191231,2019,OXY,674599105,OCCIDENTAL PETROLEUM CORP,109330.0000,-667.0000,20393.0000,0000797468
008068,20201231,2020,OXY,674599105,OCCIDENTAL PETROLEUM CORP,80064.0000,-14831.0000,17809.0000,0000797468
008099,20051231,2005,FE,337932107,FIRSTENERGY CORP,31841.0000,876.0000,11989.0000,0001031296
008099,20061231,2006,FE,337932107,FIRSTENERGY CORP,31196.0000,1261.0000,11501.0000,0001031296
008099,20071231,2007,FE,337932107,FIRSTENERGY CORP,32068.0000,1309.0000,12781.0000,0001031296
008099,20081231,2008,FE,337932107,FIRSTENERGY CORP,33521.0000,1342.0000,13580.0000,0001031296
008099,20091231,2009,FE,337932107,FIRSTENERGY CORP,34304.0000,1006.0000,12712.0000,0001031296
008099,20101231,2010,FE,337932107,FIRSTENERGY CORP,34805.0000,784.0000,13253.0000,0001031296
008099,20111231,2011,FE,337932107,FIRSTENERGY CORP,47326.0000,885.0000,16346.0000,0001031296
008099,20121231,2012,FE,337932107,FIRSTENERGY CORP,50406.0000,770.0000,15320.0000,0001031296
008099,20131231,2013,FE,337932107,FIRSTENERGY CORP,50424.0000,392.0000,14900.0000,0001031296
008099,20141231,2014,FE,337932107,FIRSTENERGY CORP,52166.0000,299.0000,15049.0000,0001031296
008099,20151231,2015,FE,337932107,FIRSTENERGY CORP,52187.0000,578.0000,15031.0000,0001031296
008099,20161231,2016,FE,337932107,FIRSTENERGY CORP,43148.0000,-6177.0000,14562.0000,0001031296
008099,20171231,2017,FE,337932107,FIRSTENERGY CORP,42257.0000,-1724.0000,14012.0000,0001031296
008099,20181231,2018,FE,337932107,FIRSTENERGY CORP,40063.0000,1348.0000,11261.0000,0001031296
008099,20191231,2019,FE,337932107,FIRSTENERGY CORP,42301.0000,912.0000,11035.0000,0001031296
008151,20051231,2005,OKE,682680103,ONEOK INC,10013.4660,546.5450,12676.2300,0001039684
008151,20061231,2006,OKE,682680103,ONEOK INC,10504.7210,306.3120,11896.1040,0001039684
008151,20071231,2007,OKE,682680103,ONEOK INC,11062.0340,304.9210,13477.4140,0001039684
008151,20081231,2008,OKE,682680103,ONEOK INC,13126.0620,311.9090,16157.4330,0001039684
008151,20091231,2009,OKE,682680103,ONEOK INC,12827.6830,305.4510,11111.6510,0001039684
008151,20101231,2010,OKE,682680103,ONEOK INC,12499.1750,334.6320,13030.0510,0001039684
008151,20111231,2011,OKE,682680103,ONEOK INC,13696.6350,360.5940,14805.7940,0001039684
008151,20121231,2012,OKE,682680103,ONEOK INC,15855.2750,360.6190,12632.5590,0001039684
008151,20131231,2013,OKE,682680103,ONEOK INC,17707.5580,266.5330,14602.7170,0001039684
008151,20141231,2014,OKE,682680103,ONEOK INC,15304.5600,314.1070,12195.0910,0001039684
008151,20151231,2015,OKE,682680103,ONEOK INC,15446.1110,244.9770,7763.2060,0001039684
008151,20161231,2016,OKE,682680103,ONEOK INC,16138.7510,352.0390,8920.9340,0001039684
008151,20171231,2017,OKE,682680103,ONEOK INC,16845.9370,387.8410,12173.9070,0001039684
008151,20181231,2018,OKE,682680103,ONEOK INC,18231.6710,1151.7030,12593.1960,0001039684
008151,20191231,2019,OKE,682680103,ONEOK INC,21812.1210,1278.5770,10164.3670,0001039684
008151,20201231,2020,OKE,682680103,ONEOK INC,23078.7540,612.8090,8542.2420,0001039684
008272,20051231,2005,SRE,816851109,SEMPRA ENERGY,29213.0000,930.0000,11737.0000,0001032208
008272,20061231,2006,SRE,816851109,SEMPRA ENERGY,28949.0000,1416.0000,11761.0000,0001032208
008272,20071231,2007,SRE,816851109,SEMPRA ENERGY,30091.0000,1109.0000,11438.0000,0001032208
008272,20081231,2008,SRE,816851109,SEMPRA ENERGY,26400.0000,1123.0000,10758.0000,0001032208
008272,20091231,2009,SRE,816851109,SEMPRA ENERGY,28512.0000,1129.0000,8106.0000,0001032208
008272,20101231,2010,SRE,816851109,SEMPRA ENERGY,30283.0000,749.0000,9003.0000,0001032208
008272,20111231,2011,SRE,816851109,SEMPRA ENERGY,33356.0000,1365.0000,10036.0000,0001032208
008272,20121231,2012,SRE,816851109,SEMPRA ENERGY,36499.0000,865.0000,9647.0000,0001032208
008272,20131231,2013,SRE,816851109,SEMPRA ENERGY,37244.0000,1009.0000,10557.0000,0001032208
008272,20141231,2014,SRE,816851109,SEMPRA ENERGY,39732.0000,1162.0000,11035.0000,0001032208
008272,20151231,2015,SRE,816851109,SEMPRA ENERGY,41150.0000,1350.0000,10231.0000,0001032208
008272,20161231,2016,SRE,816851109,SEMPRA ENERGY,47786.0000,1371.0000,10183.0000,0001032208
008272,20171231,2017,SRE,816851109,SEMPRA ENERGY,50454.0000,257.0000,11207.0000,0001032208
008272,20181231,2018,SRE,816851109,SEMPRA ENERGY,60638.0000,1050.0000,11687.0000,0001032208
008272,20191231,2019,SRE,816851109,SEMPRA ENERGY,65665.0000,2198.0000,10829.0000,0001032208
008455,20051231,2005,PPL,69351T106,PPL CORP,17926.0000,680.0000,6219.0000,0000922224
008455,20061231,2006,PPL,69351T106,PPL CORP,19747.0000,879.0000,6899.0000,0000922224
008455,20071231,2007,PPL,69351T106,PPL CORP,19972.0000,1306.0000,6498.0000,0000922224
008455,20081231,2008,PPL,69351T106,PPL CORP,21405.0000,948.0000,8044.0000,0000922224
008455,20091231,2009,PPL,69351T106,PPL CORP,22165.0000,425.0000,7556.0000,0000922224
008455,20101231,2010,PPL,69351T106,PPL CORP,32837.0000,938.0000,8521.0000,0000922224
008455,20111231,2011,PPL,69351T106,PPL CORP,42648.0000,1495.0000,12737.0000,0000922224
008455,20121231,2012,PPL,69351T106,PPL CORP,43634.0000,1526.0000,12189.0000,0000922224
008455,20131231,2013,PPL,69351T106,PPL CORP,46259.0000,1130.0000,11905.0000,0000922224
008455,20141231,2014,PPL,69351T106,PPL CORP,48864.0000,1737.0000,11564.0000,0000922224
008455,20151231,2015,PPL,69351T106,PPL CORP,39301.0000,682.0000,7669.0000,0000922224
008455,20161231,2016,PPL,69351T106,PPL CORP,38315.0000,1902.0000,7517.0000,0000922224
008455,20171231,2017,PPL,69351T106,PPL CORP,41479.0000,1128.0000,7447.0000,0000922224
008455,20181231,2018,PPL,69351T106,PPL CORP,43396.0000,1827.0000,7785.0000,0000922224
008455,20191231,2019,PPL,69351T106,PPL CORP,45680.0000,1746.0000,7769.0000,0000922224
008455,20201231,2020,PPL,69351T106,PPL CORP,48116.0000,1469.0000,7607.0000,0000922224
008539,20051231,2005,EXC,30161N101,EXELON CORP,42389.0000,927.0000,15357.0000,0001109357
008539,20061231,2006,EXC,30161N101,EXELON CORP,44319.0000,1592.0000,15655.0000,0001109357
008539,20071231,2007,EXC,30161N101,EXELON CORP,45894.0000,2736.0000,18716.0000,0001109357
008539,20081231,2008,EXC,30161N101,EXELON CORP,47817.0000,2737.0000,18859.0000,0001109357
008539,20091231,2009,EXC,30161N101,EXELON CORP,49180.0000,2707.0000,17318.0000,0001109357
008539,20101231,2010,EXC,30161N101,EXELON CORP,52240.0000,2563.0000,18644.0000,0001109357
008539,20111231,2011,EXC,30161N101,EXELON CORP,55092.0000,2495.0000,18924.0000,0001109357
008539,20121231,2012,EXC,30161N101,EXELON CORP,78554.0000,1160.0000,23489.0000,0001109357
008539,20131231,2013,EXC,30161N101,EXELON CORP,79924.0000,1719.0000,24888.0000,0001109357
008539,20141231,2014,EXC,30161N101,EXELON CORP,86814.0000,1623.0000,27429.0000,0001109357
008539,20151231,2015,EXC,30161N101,EXELON CORP,95384.0000,2269.0000,29447.0000,0001109357
008539,20161231,2016,EXC,30161N101,EXELON CORP,114904.0000,1134.0000,31360.0000,0001109357
008539,20171231,2017,EXC,30161N101,EXELON CORP,116700.0000,3770.0000,33531.0000,0001109357
008539,20181231,2018,EXC,30161N101,EXELON CORP,119666.0000,2010.0000,35985.0000,0001109357
008539,20191231,2019,EXC,30161N101,EXELON CORP,124977.0000,2936.0000,34438.0000,0001109357
008549,20051231,2005,COP,20825C104,CONOCOPHILLIPS,106999.0000,13529.0000,162405.0000,0001163165
008549,20061231,2006,COP,20825C104,CONOCOPHILLIPS,164781.0000,15550.0000,167578.0000,0001163165
008549,20071231,2007,COP,20825C104,CONOCOPHILLIPS,177757.0000,11891.0000,171500.0000,0001163165
008549,20081231,2008,COP,20825C104,CONOCOPHILLIPS,142865.0000,-16998.0000,225424.0000,0001163165
008549,20091231,2009,COP,20825C104,CONOCOPHILLIPS,152588.0000,4858.0000,136016.0000,0001163165
008549,20101231,2010,COP,20825C104,CONOCOPHILLIPS,156314.0000,11358.0000,175752.0000,0001163165
008549,20111231,2011,COP,20825C104,CONOCOPHILLIPS,153230.0000,12436.0000,230859.0000,0001163165
008549,20121231,2012,COP,20825C104,CONOCOPHILLIPS,117144.0000,8428.0000,57967.0000,0001163165
008549,20131231,2013,COP,20825C104,CONOCOPHILLIPS,118057.0000,9156.0000,54413.0000,0001163165
008549,20141231,2014,COP,20825C104,CONOCOPHILLIPS,116539.0000,6869.0000,52524.0000,0001163165
008549,20151231,2015,COP,20825C104,CONOCOPHILLIPS,97484.0000,-4428.0000,29564.0000,0001163165
008549,20161231,2016,COP,20825C104,CONOCOPHILLIPS,89772.0000,-3615.0000,23693.0000,0001163165
008549,20171231,2017,COP,20825C104,CONOCOPHILLIPS,73362.0000,-855.0000,29106.0000,0001163165
008549,20181231,2018,COP,20825C104,CONOCOPHILLIPS,69980.0000,6257.0000,36417.0000,0001163165
008549,20191231,2019,COP,20825C104,CONOCOPHILLIPS,70514.0000,7189.0000,32567.0000,0001163165
008549,20201231,2020,COP,20825C104,CONOCOPHILLIPS,62618.0000,-2701.0000,18784.0000,0001163165
008810,20051231,2005,PEG,744573106,PUBLIC SERVICE ENTRP GRP INC,29815.0000,665.0000,12430.0000,0000788784
008810,20061231,2006,PEG,744573106,PUBLIC SERVICE ENTRP GRP INC,28570.0000,743.0000,12164.0000,0000788784
008810,20071231,2007,PEG,744573106,PUBLIC SERVICE ENTRP GRP INC,28392.0000,1339.0000,12853.0000,0000788784
008810,20081231,2008,PEG,744573106,PUBLIC SERVICE ENTRP GRP INC,29049.0000,1192.0000,13807.0000,0000788784
008810,20091231,2009,PEG,744573106,PUBLIC SERVICE ENTRP GRP INC,28730.0000,1592.0000,12406.0000,0000788784
008810,20101231,2010,PEG,744573106,PUBLIC SERVICE ENTRP GRP INC,29909.0000,1564.0000,11793.0000,0000788784
008810,20111231,2011,PEG,744573106,PUBLIC SERVICE ENTRP GRP INC,29821.0000,1503.0000,11343.0000,0000788784
008810,20121231,2012,PEG,744573106,PUBLIC SERVICE ENTRP GRP INC,31725.0000,1275.0000,9781.0000,0000788784
008810,20131231,2013,PEG,744573106,PUBLIC SERVICE ENTRP GRP INC,32522.0000,1243.0000,9968.0000,0000788784
008810,20141231,2014,PEG,744573106,PUBLIC SERVICE ENTRP GRP INC,35333.0000,1518.0000,10886.0000,0000788784
008810,20151231,2015,PEG,744573106,PUBLIC SERVICE ENTRP GRP INC,37535.0000,1679.0000,10415.0000,0000788784
008810,20161231,2016,PEG,744573106,PUBLIC SERVICE ENTRP GRP INC,40070.0000,887.0000,9061.0000,0000788784
008810,20171231,2017,PEG,744573106,PUBLIC SERVICE ENTRP GRP INC,42716.0000,1574.0000,9084.0000,0000788784
008810,20181231,2018,PEG,744573106,PUBLIC SERVICE ENTRP GRP INC,45326.0000,1438.0000,9696.0000,0000788784
008810,20191231,2019,PEG,744573106,PUBLIC SERVICE ENTRP GRP INC,47730.0000,1693.0000,10076.0000,0000788784
009465,20051231,2005,SLB,806857108,SCHLUMBERGER LTD,18077.4920,2206.9670,14309.1820,0000087347
009465,20061231,2006,SLB,806857108,SCHLUMBERGER LTD,22832.1380,3709.8510,19230.4780,0000087347
009465,20071231,2007,SLB,806857108,SCHLUMBERGER LTD,27853.3720,5176.5160,23276.5420,0000087347
009465,20081231,2008,SLB,806857108,SCHLUMBERGER LTD,31990.7250,5434.8010,27162.9330,0000087347
009465,20091231,2009,SLB,806857108,SCHLUMBERGER LTD,33465.0000,3134.0000,22702.0000,0000087347
009465,20101231,2010,SLB,806857108,SCHLUMBERGER LTD,51767.0000,4267.0000,27447.0000,0000087347
009465,20111231,2011,SLB,806857108,SCHLUMBERGER LTD,55201.0000,4997.0000,39540.0000,0000087347
009465,20121231,2012,SLB,806857108,SCHLUMBERGER LTD,61547.0000,5490.0000,42149.0000,0000087347
009465,20131231,2013,SLB,806857108,SCHLUMBERGER LTD,67100.0000,6732.0000,45266.0000,0000087347
009465,20141231,2014,SLB,806857108,SCHLUMBERGER LTD,66904.0000,5438.0000,48580.0000,0000087347
009465,20151231,2015,SLB,806857108,SCHLUMBERGER LTD,68005.0000,2072.0000,35475.0000,0000087347
009465,20161231,2016,SLB,806857108,SCHLUMBERGER LTD,77956.0000,-1687.0000,27810.0000,0000087347
009465,20171231,2017,SLB,806857108,SCHLUMBERGER LTD,71987.0000,-1505.0000,30440.0000,0000087347
009465,20181231,2018,SLB,806857108,SCHLUMBERGER LTD,70507.0000,2138.0000,32815.0000,0000087347
009465,20191231,2019,SLB,806857108,SCHLUMBERGER LTD,56312.0000,-10137.0000,32917.0000,0000087347
009465,20201231,2020,SLB,806857108,SCHLUMBERGER LTD,42434.0000,-10518.0000,23601.0000,0000087347
009846,20051231,2005,EIX,281020107,EDISON INTERNATIONAL,34791.0000,1161.0000,11852.0000,0000827052
009846,20061231,2006,EIX,281020107,EDISON INTERNATIONAL,36261.0000,1232.0000,12622.0000,0000827052
009846,20071231,2007,EIX,281020107,EDISON INTERNATIONAL,37562.0000,1149.0000,13113.0000,0000827052
009846,20081231,2008,EIX,281020107,EDISON INTERNATIONAL,44615.0000,1266.0000,14112.0000,0000827052
009846,20091231,2009,EIX,281020107,EDISON INTERNATIONAL,41444.0000,900.0000,12361.0000,0000827052
009846,20101231,2010,EIX,281020107,EDISON INTERNATIONAL,45530.0000,1308.0000,12409.0000,0000827052
009846,20111231,2011,EIX,281020107,EDISON INTERNATIONAL,48039.0000,22.0000,12760.0000,0000827052
009846,20121231,2012,EIX,281020107,EDISON INTERNATIONAL,44394.0000,-92.0000,11862.0000,0000827052
009846,20131231,2013,EIX,281020107,EDISON INTERNATIONAL,46646.0000,1015.0000,12581.0000,0000827052
009846,20141231,2014,EIX,281020107,EDISON INTERNATIONAL,50186.0000,1724.0000,13413.0000,0000827052
009846,20151231,2015,EIX,281020107,EDISON INTERNATIONAL,50310.0000,1133.0000,11524.0000,0000827052
009846,20161231,2016,EIX,281020107,EDISON INTERNATIONAL,51319.0000,1434.0000,11869.0000,0000827052
009846,20171231,2017,EIX,281020107,EDISON INTERNATIONAL,52580.0000,689.0000,12320.0000,0000827052
009846,20181231,2018,EIX,281020107,EDISON INTERNATIONAL,56715.0000,-302.0000,12657.0000,0000827052
009846,20191231,2019,EIX,281020107,EDISON INTERNATIONAL,64382.0000,1405.0000,12347.0000,0000827052
009850,20051231,2005,SO,842587107,SOUTHERN CO,39877.0000,1621.0000,13554.0000,0000092122
009850,20061231,2006,SO,842587107,SOUTHERN CO,42858.0000,1607.0000,14356.0000,0000092122
009850,20071231,2007,SO,842587107,SOUTHERN CO,45789.0000,1782.0000,15353.0000,0000092122
009850,20081231,2008,SO,842587107,SOUTHERN CO,48347.0000,1807.0000,17127.0000,0000092122
009850,20091231,2009,SO,842587107,SOUTHERN CO,52046.0000,1708.0000,15743.0000,0000092122
009850,20101231,2010,SO,842587107,SOUTHERN CO,55032.0000,2040.0000,17456.0000,0000092122
009850,20111231,2011,SO,842587107,SOUTHERN CO,59267.0000,2268.0000,17657.0000,0000092122
